,Country,Year, Quantity in Millions _x,Investment_Totals,Counts,Month,Chinese Entity, Quantity in Millions _y,Share size,Transaction Party,Sector,Subsector,Region,BRI,Iso_alpha,Investment_Count
1021,Lesotho,2018,100,1,1,December,Qingjian,100,,,Transport,Autos,Sub-Saharan Africa,1,LSO,1
1026,Luxembourg,2018,4680,5,5,July,Southern Power,470,25%,,Utilities,Unspecified,Europe,1,LMH,1
925,Malaysia,2018,28430,50,58,August,Fujian Construction Engineering,180,,SWT,Real estate,Construction,East Asia,1,MYS,1
930,Malaysia,2018,28430,50,58,November,China National Building Material,140,,,Utilities,Unspecified,East Asia,1,MYS,1
931,Malaysia,2018,28430,50,58,September,Tianshui Huatian,440,76%,Unisem,Technology,Unspecified,East Asia,1,MYS,1
933,Malaysia,2018,28430,50,58,July,Agile Property,840,,,Real estate,Property,East Asia,1,MYS,1
937,Malaysia,2018,28430,50,58,January,Minmetals,170,,,Real estate,Construction,East Asia,1,MYS,1
1125,Moldova,2018,350,1,2,February,Sinomach,350,,,Energy,Gas,Europe,1,MDA,1
1113,Mongolia,2018,4190,9,13,April,Henan Senyuan,180,,,Energy,Coal,East Asia,1,MNG,1
1134,Mongolia,2018,4190,9,13,August,China Railway Engineering,140,,,Transport,Autos,East Asia,1,MNG,1
1105,Myanmar,2018,5060,13,16,December,Power Construction Corp,170,,Supreme,Energy,Gas,East Asia,1,MMR,1
1128,Myanmar,2018,5060,13,16,November,CITIC-led consortium,910,70%,,Transport,Shipping,East Asia,1,MMR,1
1139,Myanmar,2018,5060,13,16,January,"Sinomach, Shanghai Electric",380,,Eco Friendly Tower Company,Technology,Telecom,East Asia,1,MMR,1
1141,Myanmar,2018,5060,13,16,January,Power Construction Corp,150,,A1 Group,Transport,Rail,East Asia,1,MMR,1
1060,Namibia,2018,3150,6,7,November,China National Nuclear,110,69%,Rio Tinto,Metals,Unspecified,Sub-Saharan Africa,1,NAM,1
1035,Nepal,2018,1930,10,11,October,Power Construction Corp,170,,,Energy,Hydro,West Asia,1,NPL,1
1036,Nepal,2018,1930,10,11,November,State Construction Engineering,150,,,Transport,Autos,West Asia,1,NPL,1
1041,Nepal,2018,1930,10,11,March,Dongfang Electric,150,,SPL,Energy,Hydro,West Asia,1,NPL,1
1063,Nepal,2018,1930,10,11,January,Huaxin Cement,140,100%,,Real estate,Construction,West Asia,1,NPL,1
1072,Nigeria,2018,22720,26,33,April,China Aerospace Science and Technology,550,,Nigcomsat,Technology,Telecom,Sub-Saharan Africa,1,NER,1
1073,Nigeria,2018,22720,26,33,August,CNPC,290,,Brentex,Energy,Oil,Sub-Saharan Africa,1,NER,1
1074,Nigeria,2018,22720,26,33,September,Shandong Ruyi,200,100%,,Other,Textiles,Sub-Saharan Africa,1,NER,1
1075,Nigeria,2018,22720,26,33,November,China Communications Construction,480,,,Transport,Autos,Sub-Saharan Africa,1,NER,1
1076,Nigeria,2018,22720,26,33,December,"China Energy Engineering, Power Construction Corp, Sinopec",5790,"45%, 35%, 20%",Mambilla,Energy,Hydro,Sub-Saharan Africa,1,NER,1
1086,Nigeria,2018,22720,26,33,February,China Communications Construction,460,,,Transport,Shipping,Sub-Saharan Africa,1,NER,1
1087,Nigeria,2018,22720,26,33,February,China National Chemical Engineering,720,,Dangote,Energy,Oil,Sub-Saharan Africa,1,NER,1
1088,Nigeria,2018,22720,26,33,February,China Energy Engineering,430,,Sagamu,Energy,Gas,Sub-Saharan Africa,1,NER,1
1084,Oman,2018,3490,5,9,August,CNPC,320,,Ras Markaz,Energy,Oil,Arab Middle East and North Africa,1,OMN,1
1069,Pakistan,2018,41770,56,63,May,Sinomach,260,,Siddiqsons Energy,Energy,Coal,West Asia,1,PAK,1
1070,Pakistan,2018,41770,56,63,April,Harbin Electric,280,,Siemens,Energy,Coal,West Asia,1,PAK,1
1089,Pakistan,2018,41770,56,63,March,Alibaba,180,45%,,Finance,Banking,West Asia,1,PAK,1
1106,Pakistan,2018,41770,56,63,April,Alibaba,150,100%,Rocket Internet,Other,Consumer,West Asia,1,PAK,1
1043,Panama,2018,2980,6,7,July,China Communications Construction,1520,,,Transport,Autos,North America,1,PMH,1
1044,Panama,2018,2980,6,7,May,Power Construction Corp,130,,COPISA,Utilities,Unspecified,North America,1,PAN,1
1037,Papua New Guinea,2018,3040,10,10,August,Huawei,200,,,Technology,Telecom,East Asia,1,PNG,1
1051,Peru,2018,16130,9,14,June,Chinalco,1300,,,Metals,Copper,South America,1,PER,1
1052,Peru,2018,16130,9,14,November,Zhongrong Xinda,2360,,Pampa de Pongo,Metals,Steel,South America,1,PER,1
1059,Peru,2018,16130,9,14,August,Three Gorges,1390,,Odebrecht,Energy,Hydro,South America,1,PER,1
1066,Peru,2018,16130,9,14,November,China Railway Construction,370,,,Transport,Autos,South America,1,PER,1
1034,Philippines,2018,5060,12,21,July,China Communications Construction,100,,,Transport,Autos,East Asia,1,PHL,1
1053,Philippines,2018,5060,12,21,December,Huaxin Cement,250,,Holcim,Real estate,Construction,East Asia,1,PHL,1
1054,Philippines,2018,5060,12,21,November,China Energy Engineering,230,,,Energy,Hydro,East Asia,1,PHL,1
1055,Philippines,2018,5060,12,21,November,China Railway Engineering,270,,,Transport,Rail,East Asia,1,PHL,1
1056,Philippines,2018,5060,12,21,October,China Energy Engineering,350,,Limay,Energy,Gas,East Asia,1,PHL,1
1110,Qatar,2018,3080,8,10,April,Sino Great Wall,230,,,Real estate,Construction,Arab Middle East and North Africa,1,QAT,1
1033,Russian Federation,2018,26080,37,47,September,Alibaba,480,10%,Mail.ru,Technology,Unspecified,West Asia,1,RUS,1
1119,Russian Federation,2018,26080,37,47,December,Sinosteel,680,,Magnitogorsk Iron and Steel Works,Metals,Unspecified,West Asia,1,RUS,1
1120,Russian Federation,2018,26080,37,47,September,Liaoning Port,150,49%,RDZ,Logistics,Unspecified,West Asia,1,RUS,1
1123,Russian Federation,2018,26080,37,47,April,China National Building Material,190,,Prominvest,Real estate,Construction,West Asia,1,RUS,1
1057,Rwanda,2018,840,5,6,July,Power Construction Corp,130,,,Transport,Autos,Sub-Saharan Africa,1,RWA,1
938,Saudi Arabia,2018,16060,29,42,March,Sinopec,270,,SABIC,Energy,Gas,Arab Middle East and North Africa,1,SAU,1
941,Saudi Arabia,2018,16060,29,42,July,CNPC,560,,Aramco,Energy,Oil,Arab Middle East and North Africa,1,SAU,1
942,Saudi Arabia,2018,16060,29,42,August,China National Chemical Engineering,410,,,Chemicals,Unspecified,Arab Middle East and North Africa,1,SAU,1
943,Saudi Arabia,2018,16060,29,42,October,Wison Energy,150,,SABIC,Real estate,Construction,Arab Middle East and North Africa,1,SAU,1
944,Saudi Arabia,2018,16060,29,42,December,Power Construction Corp,3020,,Aramco-led consortium,Transport,Shipping,Arab Middle East and North Africa,1,SAU,1
945,Saudi Arabia,2018,16060,29,42,December,Sinopec,300,,Aramco,Energy,Oil,Arab Middle East and North Africa,1,SAU,1
947,Senegal,2018,4080,5,6,March,Power Construction Corp,470,,,Transport,Autos,Sub-Saharan Africa,1,SEN,1
940,Serbia,2018,7410,17,22,January,Shanghai Electric,140,,,Energy,Alternative,Europe,1,SRB,1
961,Serbia,2018,7410,17,22,July,Power Construction Corp,220,,,Transport,Autos,Europe,1,SRB,1
1009,Serbia,2018,7410,17,22,September,China Communications Construction,260,,,Other,Industry,Europe,1,SRB,1
1010,Serbia,2018,7410,17,22,August,Shandong Linglong Tire,990,100%,,Transport,Autos,Europe,1,SRB,1
1011,Serbia,2018,7410,17,22,August,Zijin Mining,650,63%,RTB Bor.,Metals,Copper,Europe,1,SRB,1
1031,Serbia,2018,7410,17,22,July,"China Railway Engineering, China Communications Construction",1090,,,Transport,Rail,Europe,1,SRB,1
1001,Sierra Leone,2018,1940,4,4,July,Power Construction Corp,300,,,Metals,Steel,Sub-Saharan Africa,1,SLE,1
967,Singapore,2018,28410,51,79,October,Minmetals,250,,,Real estate,Construction,East Asia,1,SGP,1
969,Singapore,2018,28410,51,79,August,State Construction Engineering,160,,,Real estate,Property,East Asia,1,SGP,1
970,Singapore,2018,28410,51,79,June,China Communications Construction,200,100%,,Transport,Shipping,East Asia,1,SGP,1
971,Singapore,2018,28410,51,79,May,State Construction Engineering,130,,,Real estate,Construction,East Asia,1,SGP,1
972,Singapore,2018,28410,51,79,May,Qingjian,130,,Tampines,Real estate,Construction,East Asia,1,SGP,1
973,Singapore,2018,28410,51,79,March,Alibaba,2000,,,Other,Consumer,East Asia,1,SGP,1
976,Singapore,2018,28410,51,79,June,YY,370,32%,Bigo,Entertainment,Unspecified,East Asia,1,SGP,1
984,Slovenia,2018,2180,3,3,May,Hisense Group,340,100%,Gorenje,Other,Consumer,Europe,1,SEH,1
985,South Africa,2018,3910,7,7,March,Sinopec,1330,100%,Chevron,Energy,Oil,Sub-Saharan Africa,1,ZAF,1
978,South Korea,2018,9700,14,15,October,State Construction Engineering,610,,Lotte,Real estate,Construction,East Asia,1,KOR,1
986,South Korea,2018,9700,14,15,March,Qingdao Doublestar,600,45%,Kumho Tire,Transport,Autos,East Asia,1,KOR,1
964,South Sudan,2018,2790,4,4,January,China Communications Construction,210,,,Transport,Aviation,Sub-Saharan Africa,1,SSD,1
954,Sri Lanka,2018,7480,16,21,January,China Merchants,1120,70%,,Transport,Shipping,West Asia,1,LKA,1
1129,Tanzania,2018,8270,14,22,December,China Railway Construction,160,,BRT,Transport,Autos,Sub-Saharan Africa,1,TZA,1
1140,Tanzania,2018,8270,14,22,April,China Railway Construction,150,,,Transport,Rail,Sub-Saharan Africa,1,TZA,1
1148,Tanzania,2018,8270,14,22,January,China Railway Construction,230,,,Utilities,Unspecified,Sub-Saharan Africa,1,TZA,1
1048,Thailand,2018,5480,19,27,September,Hongdou,300,100%,,Transport,Autos,East Asia,1,THA,1
1049,Thailand,2018,5480,19,27,April,Alibaba,320,,,Other,Consumer,East Asia,1,THA,1
1064,Thailand,2018,5480,19,27,March,Shandong Linglong Tire,230,,,Transport,Autos,East Asia,1,THA,1
1065,Thailand,2018,5480,19,27,March,Power Construction Corp,470,49%,,Chemicals,Unspecified,East Asia,1,THA,1
1068,Timor-Leste,2018,780,2,2,September,China Communications Construction,490,,Bollore,Logistics,Unspecified,East Asia,1,TLS,1
959,Trinidad-Tobago,2018,650,4,5,November,Beijing Construction Engineering,100,,,Other,Industry,North America,1,TOI,1
1121,Trinidad-Tobago,2018,650,4,5,January,China Railway Construction,220,,,Transport,Autos,North America,1,TTI,1
932,UAE,2018,21350,38,56,October,State Construction Engineering,100,,,Technology,Telecom,Arab Middle East and North Africa,1,ARE,1
934,UAE,2018,21350,38,56,October,State Construction Engineering,220,,,Transport,Autos,Arab Middle East and North Africa,1,ARE,1
987,UAE,2018,21350,38,56,January,State Construction Engineering,140,,,Other,Consumer,Arab Middle East and North Africa,1,ARE,1
991,UAE,2018,21350,38,56,March,CNPC,1180,10%,,Energy,Oil,Arab Middle East and North Africa,1,ARE,1
992,UAE,2018,21350,38,56,March,State Construction Engineering,160,,Damac,Real estate,Construction,Arab Middle East and North Africa,1,ARE,1
993,UAE,2018,21350,38,56,April,CITIC,120,,,Energy,Unspecified,Arab Middle East and North Africa,1,ARE,1
994,UAE,2018,21350,38,56,February,Sinomach,1140,,Nakheel,Real estate,Construction,Arab Middle East and North Africa,1,ARE,1
1024,UAE,2018,21350,38,56,April,Shanghai Electric,1930,,ACWA,Energy,Alternative,Arab Middle East and North Africa,1,ARE,1
1025,UAE,2018,21350,38,56,July,SAFE,930,24%,ACWA,Energy,Alternative,Arab Middle East and North Africa,1,ARE,1
1027,UAE,2018,21350,38,56,July,CNPC,1600,,Abu Dhabi Oil,Energy,Oil,Arab Middle East and North Africa,1,ARE,1
1028,UAE,2018,21350,38,56,August,State Construction Engineering,350,,Emaar,Real estate,Construction,Arab Middle East and North Africa,1,ARE,1
1029,UAE,2018,21350,38,56,September,State Construction Engineering,140,,Damac,Real estate,Construction,Arab Middle East and North Africa,1,ARE,1
1104,Uganda,2018,1730,5,8,August,China Railway Engineering,110,,,Real estate,Construction,Sub-Saharan Africa,1,UGA,1
1058,Ukraine,2018,1630,6,10,April,Sinomach,210,,DTEK,Energy,Alternative,Europe,1,UKR,1
1061,Ukraine,2018,1630,6,10,September,Power Construction Corp,340,,NBT,Energy,Alternative,Europe,1,UKR,1
1062,Ukraine,2018,1630,6,10,December,Dongfang Electric,680,,Donbasenergo,Energy,Coal,Europe,1,UKR,1
1067,Ukraine,2018,1630,6,10,April,Xinjiang Beiken Energy Engineering,120,,UkrGas,Energy,Gas,Europe,1,UKR,1
1083,Uzbekistan,2018,1580,8,13,November,Jiangsu Hengyuan,200,100%,,Real estate,Construction,West Asia,1,UZB,1
1071,Venezuela,2018,8140,10,10,September,CNPC,360,10%,PDVSA,Energy,Oil,South America,1,VEN,1
1085,Venezuela,2018,8140,10,10,July,China Development Bank,250,,PDVSA,Energy,Oil,South America,1,VEN,1
1046,Vietnam,2018,7110,15,27,June,Power Construction Corp,390,,"B Grimm, Xuan Cau",Energy,Alternative,East Asia,1,VNM,1
1047,Vietnam,2018,7110,15,27,January,Minmetals,100,,Hoa Phat Company,Metals,Steel,East Asia,1,VNM,1
1050,Vietnam,2018,7110,15,27,January,China Tianying,160,,,Energy,Alternative,East Asia,1,VNM,1
1107,Vietnam,2018,7110,15,27,December,Shenzhen Huafu,360,,,Other,Textiles,East Asia,1,VNM,1
924,Zambia,2018,8270,23,28,December,China National Building Material,230,,,Real estate,Construction,Sub-Saharan Africa,1,ZMB,1
926,Zambia,2018,8270,23,28,December,China National Building Material,250,51%,Central African Cement,Real estate,Construction,Sub-Saharan Africa,1,ZMB,1
927,Zambia,2018,8270,23,28,November,Jiangxi investors,300,100%,,Other,Unspecified,Sub-Saharan Africa,1,ZMB,1
928,Zambia,2018,8270,23,28,December,State Construction Engineering,210,,,Tourism,Unspecified,Sub-Saharan Africa,1,ZMB,1
950,Zambia,2018,8270,23,28,May,Sinomach,200,,,Transport,Autos,Sub-Saharan Africa,1,ZMB,1
952,Zambia,2018,8270,23,28,April,China Nonferrous,240,,,Transport,Autos,Sub-Saharan Africa,1,ZMB,1
953,Zambia,2018,8270,23,28,October,StarTimes,270,60%,ZNBC,Entertainment,Unspecified,Sub-Saharan Africa,1,ZMB,1
989,Zimbabwe,2018,7690,13,16,December,Sunny Yi Feng,120,100%,,Other,Industry,Sub-Saharan Africa,1,ZWE,1
990,Zimbabwe,2018,7690,13,16,November,Shanghai Construction,110,,,Real estate,Construction,Sub-Saharan Africa,1,ZWE,1
1019,Zimbabwe,2018,7690,13,16,June,Power Construction Corp,1490,,Zesa,Energy,Coal,Sub-Saharan Africa,1,ZWE,1
1020,Zimbabwe,2018,7690,13,16,May,Sinosteel,980,,,Energy,Gas,Sub-Saharan Africa,1,ZWE,1
1023,Zimbabwe,2018,7690,13,16,April,Jiangsu International,150,,,Transport,Aviation,Sub-Saharan Africa,1,ZWE,1
1352,Algeria,2019,8270,18,19,December,CNPC,120,,,Energy,Oil,Arab Middle East and North Africa,1,DZA,1
1354,Algeria,2019,8270,18,19,January,China Communications Construction,440,,Sonatrach,Energy,Gas,Arab Middle East and North Africa,1,DZA,1
1339,Angola,2019,9780,20,20,November,Power Construction Corp,280,,,Agriculture,Unspecified,Sub-Saharan Africa,1,AGO,1
1340,Angola,2019,9780,20,20,October,Power Construction Corp,140,,,Utilities,Unspecified,Sub-Saharan Africa,1,AGO,1
1366,Azerbaijan,2019,1440,2,2,September,Sinomach,270,90%,,Transport,Autos,West Asia,1,AZE,1
1319,Bahrain,2019,1420,2,2,December,Sinomach,690,,,Real estate,Construction,Arab Middle East and North Africa,1,BHR,1
1324,Bahrain,2019,1420,2,2,May,Power Construction Corp,730,70%,ACWA,Utilities,Unspecified,Arab Middle East and North Africa,1,BHR,1
1320,Bangladesh,2019,23410,40,45,February,China Communications Construction,700,,,Transport,Autos,West Asia,1,BDG,1
1322,Bangladesh,2019,23410,40,45,March,State Construction Engineering,220,,,Transport,Autos,West Asia,1,BDG,1
1326,Bangladesh,2019,23410,40,45,July,"Shanghai Greenland, Genertec",230,,,Transport,Autos,West Asia,1,BDG,1
1327,Bangladesh,2019,23410,40,45,September,China Railway Engineering,240,,,Transport,Autos,West Asia,1,BDG,1
1330,Bangladesh,2019,23410,40,45,October,Power Construction Corp,2360,,,Real estate,Construction,West Asia,1,BDG,1
1331,Bangladesh,2019,23410,40,45,November,Harbin Electric,100,,Rural Power,Energy,Gas,West Asia,1,BDG,1
1363,Benin,2019,2180,3,3,September,CNPC,1380,,,Energy,Oil,Sub-Saharan Africa,1,BEN,1
1358,Bosnia,2019,1510,4,7,June,"State Construction Engineering, Power Construction Corp, China Communications Construction",100,90%,Autoceste,Transport,Autos,Europe,1,BIH,1
1341,Bulgaria,2019,130,1,1,April,Sinomach,130,,,Transport,Shipping,Europe,1,BGR,1
1342,Cambodia,2019,10430,25,30,January,Shanghai Construction,260,,,Transport,Autos,East Asia,1,KHM,1
1343,Cambodia,2019,10430,25,30,March,China Communications Construction,1950,,,Transport,Autos,East Asia,1,KHM,1
1344,Cambodia,2019,10430,25,30,June,CITIC,320,,,Agriculture,Unspecified,East Asia,1,KHM,1
1347,Cambodia,2019,10430,25,30,June,State Construction Engineering,200,,,Tourism,Unspecified,East Asia,1,KHM,1
1348,Cambodia,2019,10430,25,30,October,"China Energy Engineering, Sinomach",190,50%,"MAN, Wartsila",Energy,Unspecified,East Asia,1,KHM,1
1349,Cambodia,2019,10430,25,30,November,China Railway Construction,190,,,Tourism,Unspecified,East Asia,1,KHM,1
1350,Cambodia,2019,10430,25,30,December,Huadian,1190,,,Energy,Coal,East Asia,1,KHM,1
1227,Chile,2019,9120,8,9,August,Huawei,100,,,Technology,Telecom,South America,1,CHL,1
1230,Chile,2019,9120,8,9,October,State Grid,2230,,Sempra,Energy,Unspecified,South America,1,CHL,1
1214,Cyprus,2019,170,1,1,December,"CNPC, China State Shipbuilding",170,,,Transport,Shipping,Europe,1,CYP,1
1215,Ecuador,2019,5160,12,12,December,China Railway Construction,420,,,Transport,Autos,South America,1,ECU,1
1246,Egypt,2019,14010,16,17,July,"State Construction Engineering, Wengfu",840,,,Chemicals,Unspecified,Arab Middle East and North Africa,1,EGY,1
1277,Egypt,2019,14010,16,17,December,"State Construction Engineering, Wengfu",850,,,Chemicals,Unspecified,Arab Middle East and North Africa,1,EGY,1
1278,Ethiopia,2019,10880,36,37,May,Huajian,100,,,Other,Industry,Sub-Saharan Africa,1,ETH,1
1279,Ethiopia,2019,10880,36,37,June,Sinopec,180,,,Transport,Autos,Sub-Saharan Africa,1,ETH,1
1281,Ethiopia,2019,10880,36,37,September,China Energy Engineering,270,,,Utilities,Unspecified,Sub-Saharan Africa,1,ETH,1
1284,Ethiopia,2019,10880,36,37,November,China Communications Construction,140,,,Transport,Aviation,Sub-Saharan Africa,1,ETH,1
1285,Fiji,2019,250,2,2,April,Power Construction Corp,130,,,Utilities,Unspecified,East Asia,1,FJI,1
1286,Georgia,2019,1020,5,5,August,State Construction Engineering,120,,,Transport,Autos,West Asia,1,GEO,1
1287,Georgia,2019,1020,5,5,September,China Railway Construction,390,,,Transport,Autos,West Asia,1,GEO,1
1249,Ghana,2019,6860,17,19,June,Sinomach,300,,,Chemicals,Unspecified,Sub-Saharan Africa,1,GHA,1
1260,Ghana,2019,6860,17,19,September,Power Construction Corp,650,,,Transport,Autos,Sub-Saharan Africa,1,GHA,1
1267,Ghana,2019,6860,17,19,August,China Railway Construction,1000,,,Real estate,Construction,Sub-Saharan Africa,1,GHA,1
1288,Ghana,2019,6860,17,19,April,China Railway Construction,500,,,Transport,Rail,Sub-Saharan Africa,1,GHA,1
1289,Ghana,2019,6860,17,19,May,China Communications Construction,110,,,Transport,Shipping,Sub-Saharan Africa,1,GHA,1
1262,Greece,2019,4500,8,8,February,"China Energy Engineering, Zhejiang Supcon",320,,MINOS,Energy,Alternative,Europe,1,GRC,1
1294,Greece,2019,4500,8,8,September,China Ocean Shipping,670,,,Transport,Shipping,Europe,1,GRC,1
1224,Guinea,2019,10030,14,15,March,Power Construction Corp,810,,,Energy,Hydro,Sub-Saharan Africa,1,GIN,1
1263,Guinea,2019,10030,14,15,November,Tebian Electric Apparatus,830,,,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1264,Guinea,2019,10030,14,15,April,China Railway Construction,1420,,,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1265,Guinea,2019,10030,14,15,April,Tebian Electric Apparatus,120,55%,,Energy,Hydro,Sub-Saharan Africa,1,GIN,1
1266,Guinea,2019,10030,14,15,March,China Railway Construction,500,,,Transport,Rail,Sub-Saharan Africa,1,GIN,1
1261,Guyana,2019,1330,2,3,December,CNOOC,400,25%,Exxon and Hess,Energy,Oil,South America,1,GUY,1
1258,Hungary,2019,1360,3,4,June,China Railway Engineering,1040,50%,Opus Global,Transport,Rail,Europe,1,HUN,1
1259,Hungary,2019,1360,3,4,June,Genertec,110,,,Energy,Alternative,Europe,1,HUN,1
1247,Indonesia,2019,32300,70,76,August,Chengtun Mining,150,,,Metals,Steel,East Asia,1,IDN,1
1248,Indonesia,2019,32300,70,76,July,China Energy Engineering,220,,,Real estate,Construction,East Asia,1,IDN,1
1250,Indonesia,2019,32300,70,76,July,Power Construction Corp,1360,,,Energy,Hydro,East Asia,1,IDN,1
1251,Indonesia,2019,32300,70,76,July,China Energy Engineering,440,,,Energy,Unspecified,East Asia,1,IDN,1
1252,Indonesia,2019,32300,70,76,May,Jiangsu Lianfa,100,50%,PT Ungaran Sari Garments,Other,Textiles,East Asia,1,IDN,1
1253,Indonesia,2019,32300,70,76,April,China National Chemical Engineering,160,,,Energy,Gas,East Asia,1,IDN,1
1254,Indonesia,2019,32300,70,76,April,China Energy Engineering,460,,,Energy,Coal,East Asia,1,IDN,1
1255,Indonesia,2019,32300,70,76,March,Minmetals,180,,,Metals,Steel,East Asia,1,IDN,1
1256,Indonesia,2019,32300,70,76,August,China Energy Engineering,240,,Prioritas Gading,Real estate,Construction,East Asia,1,IDN,1
1257,Indonesia,2019,32300,70,76,January,"Tencent, JD.Com",340,,Go-Jek,Transport,Autos,East Asia,1,IDN,1
1269,Indonesia,2019,32300,70,76,September,Minmetals,140,,,Metals,Steel,East Asia,1,IDN,1
1270,Indonesia,2019,32300,70,76,November,"Zhejiang Huayou Cobalt, China Molybdenum, Tsingshan",1240,97%,,Metals,Steel,East Asia,1,IDN,1
1280,Indonesia,2019,32300,70,76,October,China Communications Construction,1650,49%,Jasamarga,Transport,Autos,East Asia,1,IDN,1
1290,Indonesia,2019,32300,70,76,December,Zhejiang Lygend,600,,,Metals,Steel,East Asia,1,IDN,1
1283,Iran,2019,11880,17,17,August,"Genertec, Beijing Power",1540,,,Transport,Rail,West Asia,1,IRN,1
1271,Iraq,2019,9820,25,26,November,Sinomach,140,,,Energy,Oil,Arab Middle East and North Africa,1,IRQ,1
1272,Iraq,2019,9820,25,26,November,CNPC,120,,,Energy,Oil,Arab Middle East and North Africa,1,IRQ,1
1273,Iraq,2019,9820,25,26,September,Power Construction Corp,110,,,Energy,Oil,Arab Middle East and North Africa,1,IRQ,1
1274,Iraq,2019,9820,25,26,May,Sinomach,260,,,Real estate,Construction,Arab Middle East and North Africa,1,IRQ,1
1275,Iraq,2019,9820,25,26,May,CNPC,1070,100%,,Energy,Gas,Arab Middle East and North Africa,1,IRQ,1
1276,Iraq,2019,9820,25,26,March,CNPC,170,,Basra Gas,Energy,Gas,Arab Middle East and North Africa,1,IRQ,1
1282,Iraq,2019,9820,25,26,January,China National Building Material,250,,,Real estate,Construction,Arab Middle East and North Africa,1,IRQ,1
1291,Iraq,2019,9820,25,26,February,CNPC,150,50%,Petronas,Energy,Oil,Arab Middle East and North Africa,1,IRQ,1
1245,Israel,2019,10850,14,14,September,State Construction Engineering,520,,,Transport,Rail,Arab Middle East and North Africa,1,ISR,1
1268,Israel,2019,10850,14,14,July,China Communications Construction,260,49%,Mivtach Shamir Holdings and Rapac Energy,Energy,Gas,Arab Middle East and North Africa,1,ISR,1
1220,Italy,2019,23200,24,24,July,Huawei,1250,,,Technology,Telecom,Europe,1,ITA,1
1216,Ivory Coast,2019,2710,8,10,August,China Communications Construction,100,,,Other,Industry,Sub-Saharan Africa,1,CIV,1
1217,Ivory Coast,2019,2710,8,10,May,SDIC,430,,,Transport,Shipping,Sub-Saharan Africa,1,CIV,1
1218,Ivory Coast,2019,2710,8,10,January,China Communications Construction,130,,,Transport,Autos,Sub-Saharan Africa,1,CIV,1
1210,Kazakhstan,2019,11610,23,24,September,China National Building Material,230,,Sastobe,Chemicals,Unspecified,West Asia,1,KAZ,1
1211,Kazakhstan,2019,11610,23,24,July,Power Construction Corp,140,,,Energy,Alternative,West Asia,1,KAZ,1
1212,Kazakhstan,2019,11610,23,24,May,Genertec,560,51%,Allur Group,Transport,Autos,West Asia,1,KAZ,1
1213,Kazakhstan,2019,11610,23,24,April,Sinomach,240,,,Agriculture,Unspecified,West Asia,1,KAZ,1
1198,Kenya,2019,8400,29,29,August,Power Construction Corp,150,,,Energy,Hydro,Sub-Saharan Africa,1,KEN,1
1205,Kenya,2019,8400,29,29,December,China Communications Construction,170,,,Transport,Autos,Sub-Saharan Africa,1,KEN,1
1207,Kenya,2019,8400,29,29,July,"SDIC, China Gansu International Corp for Economic and Technical Cooperation",210,,,Real estate,Construction,Sub-Saharan Africa,1,KEN,1
1209,Kenya,2019,8400,29,29,April,China Communications Construction,590,,,Transport,Autos,Sub-Saharan Africa,1,KEN,1
1219,Kenya,2019,8400,29,29,April,Huawei,170,100%,,Technology,Telecom,Sub-Saharan Africa,1,KEN,1
1204,Kuwait,2019,7960,18,20,March,Power Construction Corp,220,,,Transport,Autos,Arab Middle East and North Africa,1,KWT,1
1203,Laos,2019,19700,35,37,July,Sinomach,350,,,Energy,Alternative,East Asia,1,LAO,1
1202,Macedonia,2019,650,3,3,April,Sinomach,160,,Limak,Real estate,Construction,Europe,1,MKD,1
1200,Madagascar,2019,1790,4,4,May,China Communications Construction,160,,,Transport,Autos,Sub-Saharan Africa,1,MDG,1
1201,Madagascar,2019,1790,4,4,January,China Communications Construction,1220,,,Transport,Shipping,Sub-Saharan Africa,1,MDG,1
1199,Malaysia,2019,29960,57,58,February,Xian Longi,140,,,Energy,Alternative,East Asia,1,MYS,1
1208,Malaysia,2019,29960,57,58,July,Power Construction Corp,110,,,Energy,Hydro,East Asia,1,MYS,1
1221,Malaysia,2019,29960,57,58,August,CITIC,110,,,Real estate,Construction,East Asia,1,MYS,1
1222,Malaysia,2019,29960,57,58,December,China Railway Engineering,340,24%,,Real estate,Construction,East Asia,1,MYS,1
1232,Malaysia,2019,29960,57,58,November,Jingxing Paper,300,,,Other,Timber,East Asia,1,MYS,1
1241,Malaysia,2019,29960,57,58,December,Minmetals,240,,,Metals,Steel,East Asia,1,MYS,1
1242,Malaysia,2019,29960,57,58,December,Zhejiang Xinshengda,290,,,Other,Timber,East Asia,1,MYS,1
1240,Moldova,2019,560,2,2,May,China Railway Construction,210,,,Transport,Autos,Europe,1,MDA,1
1236,Mongolia,2019,5410,13,13,April,State Construction Engineering,220,,,Transport,Autos,East Asia,1,MNG,1
1237,Mongolia,2019,5410,13,13,April,Sinosteel,570,,Tsetsens,Energy,Coal,East Asia,1,MNG,1
1238,Mongolia,2019,5410,13,13,February,"China Railway Engineering, Beijing Construction Engineering",270,,,Utilities,Unspecified,East Asia,1,MNG,1
1239,Mongolia,2019,5410,13,13,January,Minmetals,160,,,Transport,Autos,East Asia,1,MNG,1
1197,Morocco,2019,1260,4,4,June,CITIC,390,,,Transport,Autos,Arab Middle East and North Africa,1,MAR,1
